event_id_cnty,event_date,year,event_type,sub_event_type,actor1,actor2,country,admin1,admin2,location,latitude,longitude,fatalities
KEN5614,2017-08-02,2017,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Siaya,Ugenya,Ukwala,0.1904,34.1891,0
KEN5615,2017-08-02,2017,Violence against civilians,Attack,Al Shabaab,Civilians (Kenya),Kenya,Lamu,Lamu West,Lamu,-2.2717,40.902,3
KEN5621,2017-08-07,2017,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,Civilians (Kenya),Kenya,Lamu,Lamu West,Lamu,-2.2717,40.902,0
KEN5626,2017-08-09,2017,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Kisii,Nyaribari Chache,Kisii,-0.6833,34.7667,0
KEN5627,2017-08-09,2017,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Homa Bay,Homa Bay Town,Homa Bay,-0.5273,34.4571,0
KEN5641,2017-08-11,2017,Riots,Violent demonstration,Rioters (Kenya),,Kenya,Embu,Manyatta,Manyatta,-0.4307,37.4803,0
KEN6040,2017-08-08,2017,Violence against civilians,Attack,Al Shabaab,Civilians (Kenya),Kenya,Mandera,Lafey,Lafey,3.1508,41.1862,0
KEN6551,2017-08-08,2017,Riots,Mob violence,Rioters (Kenya),Civilians (Kenya),Kenya,Kitui,Kitui Central,Kitui,-1.3667,38.0167,0
KEN6529,2017-08-03,2017,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Embu,Manyatta,Embu,-0.5333,37.45,0
KEN6547,2017-08-08,2017,Riots,Violent demonstration,Rioters (Kenya),,Kenya,Nyeri,Nyeri Central,Nyeri,-0.4167,36.95,0
KEN6543,2017-08-08,2017,Riots,Violent demonstration,Rioters (Kenya),,Kenya,Nakuru,Kuresoi North,Kuresoi,-0.3012,35.5321,0
KEN6534,2017-08-07,2017,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Kisumu,Kisumu Central,Kisumu,-0.1,34.75,0
KEN6536,2017-08-07,2017,Strategic developments,Looting/property destruction,Al Shabaab,,Kenya,Lamu,Lamu West,Gamba,-2.362,40.3178,0
KEN6530,2017-08-04,2017,Riots,Violent demonstration,Rioters (Kenya),,Kenya,Homa Bay,Homa Bay Town,Homa Bay,-0.5273,34.4571,0
KEN6532,2017-08-06,2017,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Garissa,Garissa,Garissa,-0.4536,39.6461,0
KEN6531,2017-08-05,2017,Riots,Mob violence,Rioters (Kenya),Rioters (Kenya),Kenya,Migori,Suna West,Migori,-1.0667,34.4667,0
KEN6539,2017-08-08,2017,Riots,Mob violence,Rioters (Kenya),Rioters (Kenya),Kenya,Kilifi,Kilifi South,Chonyi,-3.7806,39.6791,1
KEN5631,2017-08-10,2017,Riots,Mob violence,Rioters (Kenya),Rioters (Kenya),Kenya,Garissa,Garissa,Garissa,-0.4536,39.6461,0
KEN5613,2017-08-02,2017,Battles,Armed clash,Police Forces of Kenya (2013-2022),Police Forces of Kenya (2013-2022),Kenya,Nyandarua,Kinangop,Nyandarua,-0.55,36.6167,1
KEN5616,2017-08-03,2017,Battles,Armed clash,Al Shabaab,Police Forces of Kenya (2013-2022),Kenya,Mandera,Lafey,Lafey,3.1508,41.1862,1
KEN5618,2017-08-06,2017,Battles,Non-state actor overtakes territory,Al Shabaab,Police Forces of Kenya (2013-2022),Kenya,Garissa,Garissa,Garissa,-0.4536,39.6461,0
KEN5620,2017-08-07,2017,Battles,Armed clash,Al Shabaab,Police Forces of Kenya (2013-2022),Kenya,Lamu,Lamu West,Lamu,-2.2717,40.902,0
KEN5625,2017-08-09,2017,Riots,Mob violence,Rioters (Kenya),Rioters (Kenya),Kenya,Tharaka-Nithi,Chuka,Chuka,-0.3333,37.65,0
KEN5633,2017-08-10,2017,Riots,Mob violence,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Garissa,Garissa,Garissa,-0.4536,39.6461,0
KEN5637,2017-08-11,2017,Protests,Excessive force against protesters,Protesters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Kisumu,Kisumu West,Maseno,-0.0042,34.6095,1
KEN5640,2017-08-11,2017,Protests,Excessive force against protesters,Police Forces of Kenya (2013-2022),Protesters (Kenya),Kenya,Kisumu,Kisumu Central,Kisumu,-0.1,34.75,1
KEN5642,2017-08-11,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Kisumu,Kisumu East,Nyalenda,-0.15,34.75,2
KEN5643,2017-08-11,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Kisumu,Kisumu East,Mamboleo,-0.0667,34.7833,0
KEN5644,2017-08-11,2017,Riots,Mob violence,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Migori,Suna West,Migori,-1.0667,34.4667,0
KEN5645,2017-08-11,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Kisumu,Kisumu Central,Kondele,-0.0789,34.7759,1
KEN5646,2017-08-11,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Homa Bay,Homa Bay Town,Homa Bay,-0.5273,34.4571,1
KEN5654,2017-08-11,2017,Protests,Excessive force against protesters,Protesters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Siaya,Alego Usonga,Anduro,0.0362,34.2882,1
KEN5655,2017-08-11,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-2022),Civilians (Kenya),Kenya,Kisumu,Kisumu West,Dago,-0.05,34.75,1
KEN5657,2017-08-11,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-2022),Civilians (Kenya),Kenya,Kisumu,Kisumu East,Nyamasaria,-0.1161,34.7837,1
KEN6041,2017-08-10,2017,Riots,Mob violence,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Kisumu,Kisumu Central,Kisumu,-0.1,34.75,0
KEN6163,2017-08-08,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-2022),Civilians (Kenya),Kenya,Elgeyo Marakwet,Marakwet West,Elegeyo-Marakwet,0.99,35.55,0
KEN6528,2017-08-02,2017,Riots,Mob violence,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nyeri,Nyeri South,Othaya,-0.5666,36.95,0
KEN6537,2017-08-08,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Mombasa,Nyali,Bombolulu,-4.0235,39.7037,0
KEN6538,2017-08-08,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Busia,Bunyala,Bukoma,0.0667,33.95,0
KEN6546,2017-08-08,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nyamira,Nyamira,Nyamira,-0.5666,34.9167,0
KEN6553,2017-08-09,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Elgeyo Marakwet,Marakwet East,Chesoi,1.0708,35.5788,1
KEN6554,2017-08-09,2017,Protests,Protest with intervention,Protesters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Kisumu,Kisumu Central,Kisumu,-0.1,34.75,0
KEN6535,2017-08-07,2017,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN5617,2017-08-04,2017,Strategic developments,Change to group/activity,Unidentified Armed Group (Kenya),,Kenya,Nairobi,Westlands,Nairobi - Westlands,-1.2379,36.7879,0
KEN5635,2017-08-10,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Kibra,Nairobi - Kibra,-1.3061,36.7857,1
KEN5649,2017-08-11,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Kibra,Nairobi - Kibra,-1.3061,36.7857,0
KEN5651,2017-08-11,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Ruaraka,Nairobi - Ruaraka,-1.2456,36.8799,3
KEN5652,2017-08-11,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Embakasi North,Nairobi - Embakasi North,-1.2517,36.8995,3
KEN5653,2017-08-11,2017,Riots,Mob violence,Rioters (Kenya),Police Forces of Kenya (2013-2022) General Service Unit,Kenya,Nairobi,Kibra,Nairobi - Kibra,-1.3061,36.7857,4
KEN5656,2017-08-11,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-2022) General Service Unit,Civilians (Kenya),Kenya,Nairobi,Kibra,Nairobi - Kibra,-1.3061,36.7857,1
KEN6091,2017-08-11,2017,Protests,Excessive force against protesters,Protesters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Ruaraka,Nairobi - Ruaraka,-1.2456,36.8799,1
KEN6540,2017-08-08,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Embakasi South,Nairobi - Embakasi South,-1.3261,36.889,0
KEN6542,2017-08-08,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Roysambu,Nairobi - Roysambu,-1.2067,36.8888,0
KEN6548,2017-08-08,2017,Riots,Violent demonstration,Rioters (Kenya),Civilians (Kenya),Kenya,Nairobi,Kamukunji,Nairobi - Kamukunji,-1.2759,36.8526,2
KEN6549,2017-08-08,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Embakasi West,Nairobi - Embakasi West,-1.2692,36.8917,0
KEN6550,2017-08-08,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-2022),Civilians (Kenya),Kenya,Nairobi,Westlands,Nairobi - Westlands,-1.2379,36.7879,0
KEN6552,2017-08-09,2017,Riots,Violent demonstration,Rioters (Kenya),,Kenya,Nairobi,Kibra,Nairobi - Kibra,-1.3061,36.7857,0
KEN5624,2017-08-09,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-2022),Civilians (Kenya),Kenya,Kisii,South Mugirango,Nyamarambe,-0.7939,34.6424,1
KEN5632,2017-08-10,2017,Riots,Mob violence,Rioters (Kenya),Rioters (Kenya),Kenya,Kisii,South Mugirango,Nyamarambe,-0.7939,34.6424,0
KEN5638,2017-08-11,2017,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Mombasa,Mvita,Mombasa,-4.0547,39.6636,0
KEN6204,2017-08-04,2017,Protests,Peaceful protest,Protesters (Kenya),Protesters (Kenya),Kenya,Mombasa,Mvita,Mombasa,-4.0547,39.6636,0
KEN6544,2017-08-08,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Mombasa,Likoni,Likoni,-4.0839,39.6616,0
KEN6533,2017-08-06,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Migori,Rongo,Rongo,-0.7556,34.5995,0
KEN5629,2017-08-09,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Mathare,Nairobi - Mathare,-1.2604,36.8607,4
KEN5634,2017-08-10,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Mathare,Nairobi - Mathare,-1.2604,36.8607,0
KEN5650,2017-08-11,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Mathare,Nairobi - Mathare,-1.2604,36.8607,0
KEN6545,2017-08-08,2017,Riots,Violent demonstration,Rioters (Kenya),,Kenya,Nairobi,Mathare,Nairobi - Mathare,-1.2604,36.8607,0
KEN5623,2017-08-09,2017,Battles,Armed clash,Police Forces of Kenya (2013-2022),Unidentified Armed Group (Kenya),Kenya,Tana River,Galole,Hola,-1.5036,40.0333,2
KEN5630,2017-08-09,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Tana River,Galole,Hola,-1.5036,40.0333,0
KEN6039,2017-08-08,2017,Battles,Armed clash,Unidentified Armed Group (Kenya),Police Forces of Kenya (2013-2022),Kenya,Tana River,Galole,Hola,-1.5036,40.0333,3
KEN6541,2017-08-08,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Starehe,Nairobi - Starehe,-1.2881,36.8236,0
KEN5622,2017-08-07,2017,Riots,Mob violence,Rioters (Kenya),Civilians (Kenya),Kenya,Kitui,Mwingi Central Sub- County,Mwingi,-0.9333,38.0667,0
KEN17669,2017-08-04,2017,Riots,Mob violence,Rioters (Kenya),Civilians (Kenya),Kenya,Garissa,Garissa,Raya,-0.2888,39.6834,0
KEN5628,2017-08-09,2017,Riots,Mob violence,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Dagoretti North,Nairobi - Dagoretti North,-1.2793,36.7789,3
KEN5636,2017-08-10,2017,Riots,Mob violence,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Dagoretti North,Nairobi - Dagoretti North,-1.2793,36.7789,2
KEN5648,2017-08-11,2017,Riots,Mob violence,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Dagoretti North,Nairobi - Dagoretti North,-1.2793,36.7789,4
KEN5691,2017-08-22,2017,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Kericho,Ainamoi,Kericho,-0.3677,35.2831,0
KEN5663,2017-08-12,2017,Riots,Violent demonstration,Rioters (Kenya),,Kenya,Homa Bay,Homa Bay Town,Homa Bay,-0.5273,34.4571,0
KEN5670,2017-08-13,2017,Riots,Mob violence,Rioters (Kenya),Civilians (Kenya),Kenya,Migori,Awendo,Awendo,-0.9,34.5333,0
KEN6042,2017-08-12,2017,Riots,Violent demonstration,Rioters (Kenya),,Kenya,Kisumu,Nyando,Ahero,-0.1833,34.9166,0
KEN6559,2017-08-17,2017,Violence against civilians,Attack,Al Shabaab,Civilians (Kenya),Kenya,Lamu,Lamu West,Witu,-2.3889,40.4382,4
KEN5685,2017-08-18,2017,Violence against civilians,Attack,Al Shabaab,Civilians (Kenya),Kenya,Lamu,Lamu West,Witu,-2.3889,40.4382,3
KEN6558,2017-08-15,2017,Riots,Violent demonstration,Rioters (Kenya),,Kenya,Garissa,Garissa,Garissa,-0.4536,39.6461,0
KEN5661,2017-08-12,2017,Protests,Protest with intervention,Protesters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Kiambu,Kiambu Town,Kiambu,-1.1667,36.8333,0
KEN5664,2017-08-12,2017,Riots,Mob violence,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Migori,Suna West,Migori,-1.0667,34.4667,2
KEN5667,2017-08-12,2017,Protests,Excessive force against protesters,Protesters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Siaya,Alego Usonga,Siaya,0.06,34.2861,1
KEN5673,2017-08-13,2017,Riots,Mob violence,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Busia,Matayos,Busia,0.46,34.112,0
KEN5678,2017-08-13,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Homa Bay,Homa Bay Town,Homa Bay,-0.5273,34.4571,1
KEN5679,2017-08-13,2017,Riots,Mob violence,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Migori,Suna West,Migori,-1.0667,34.4667,2
KEN5683,2017-08-15,2017,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,Police Forces of Kenya (2013-2022),Kenya,Garissa,Ijara,Bothai,-1.549,40.4456,5
KEN5684,2017-08-15,2017,Protests,Excessive force against protesters,Protesters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Kisumu,Kisumu East,Nyalenda,-0.15,34.75,1
KEN5686,2017-08-18,2017,Battles,Armed clash,Unidentified Armed Group (Kenya),Police Forces of Kenya (2013-2022),Kenya,Kiambu,Kiambu Town,Kiambu,-1.1667,36.8333,2
KEN6555,2017-08-12,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-2022),Civilians (Kenya),Kenya,Kisumu,Kisumu East,Nyalenda,-0.15,34.75,5
KEN5689,2017-08-20,2017,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Kenya (2013-2022),Al Shabaab,Kenya,Garissa,Hulugho,Boni Forest,-1.5394,41.3314,0
KEN6044,2017-08-15,2017,Violence against civilians,Sexual violence,Al Shabaab,Civilians (Kenya),Kenya,Garissa,Hulugho,Boni Forest,-1.5394,41.3314,0
KEN5662,2017-08-12,2017,Riots,Mob violence,Rioters (Kenya),Police Forces of Kenya (2013-2022) General Service Unit,Kenya,Nakuru,Nakuru North,Nakuru,-0.2441,36.142,0
KEN5681,2017-08-14,2017,Riots,Violent demonstration,Police Forces of Kenya (2013-2022),Rioters (Kenya),Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,1
KEN6560,2017-08-20,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,1
KEN5660,2017-08-12,2017,Protests,Protest with intervention,Protesters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Makadara,Nairobi - Makadara,-1.2966,36.8672,0
KEN5665,2017-08-12,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Kibra,Nairobi - Kibra,-1.3061,36.7857,0
KEN5674,2017-08-13,2017,Riots,Mob violence,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Kibra,Nairobi - Kibra,-1.3061,36.7857,0
KEN5680,2017-08-14,2017,Riots,Violent demonstration,Police Forces of Kenya (2013-2022),Rioters (Kenya),Kenya,Nairobi,Ruaraka,Nairobi - Ruaraka,-1.2456,36.8799,2
KEN5682,2017-08-14,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Ruaraka,Nairobi - Ruaraka,-1.2456,36.8799,2
KEN6092,2017-08-12,2017,Riots,Mob violence,Rioters (Kenya),Police Forces of Kenya (2013-2022) General Service Unit,Kenya,Nairobi,Embakasi North,Nairobi - Embakasi North,-1.2517,36.8995,1
KEN6556,2017-08-13,2017,Riots,Mob violence,Rioters (Kenya),Civilians (Kenya),Kenya,Nairobi,Kibra,Nairobi - Kibra,-1.3061,36.7857,0
KEN6557,2017-08-14,2017,Battles,Armed clash,Unidentified Armed Group (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Ruaraka,Nairobi - Ruaraka,-1.2456,36.8799,2
KEN5688,2017-08-18,2017,Battles,Armed clash,Al Shabaab,Police Forces of Kenya (2013-2022),Kenya,Mombasa,Kisauni,Bamburi,-4,39.7167,1
KEN6164,2017-08-20,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (International),Kenya,Mombasa,Mvita,Mombasa,-4.0547,39.6636,2
KEN5672,2017-08-13,2017,Riots,Mob violence,Rioters (Kenya),Civilians (Kenya),Kenya,Migori,Rongo,Rongo,-0.7556,34.5995,0
KEN5658,2017-08-13,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-2022),Civilians (Kenya),Kenya,Nairobi,Mathare,Nairobi - Mathare,-1.2604,36.8607,1
KEN5666,2017-08-12,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Mathare,Nairobi - Mathare,-1.2604,36.8607,3
KEN5668,2017-08-12,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-2022) General Service Unit,Civilians (Kenya),Kenya,Nairobi,Mathare,Nairobi - Mathare,-1.2604,36.8607,2
KEN5669,2017-08-13,2017,Riots,Mob violence,Rioters (Kenya),Rioters (Kenya),Kenya,Nairobi,Mathare,Nairobi - Mathare,-1.2604,36.8607,0
KEN5676,2017-08-13,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Nairobi,Mathare,Nairobi - Mathare,-1.2604,36.8607,0
KEN5677,2017-08-13,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-2022),Civilians (Kenya),Kenya,Nairobi,Mathare,Nairobi - Mathare,-1.2604,36.8607,2
KEN5690,2017-08-21,2017,Strategic developments,Looting/property destruction,Al Shabaab,,Kenya,Tana River,Galole,Hola,-1.5036,40.0333,0
KEN5687,2017-08-18,2017,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nairobi,Starehe,Nairobi - Starehe,-1.2881,36.8236,0
KEN5671,2017-08-13,2017,Riots,Mob violence,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Siaya,Bondo,Bondo,-0.1003,34.2729,2
KEN5659,2017-08-12,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022) General Service Unit,Kenya,Nairobi,Dagoretti North,Nairobi - Dagoretti North,-1.2793,36.7789,0
KEN6043,2017-08-12,2017,Riots,Violent demonstration,Rioters (Kenya),Rioters (Kenya),Kenya,Kisumu,Kisumu Central,Kisumu,-0.1,34.75,2
KEN5693,2017-08-23,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Kisumu,Kisumu Central,Kisumu,-0.1,34.75,4
KEN6046,2017-08-30,2017,Violence against civilians,Attack,Al Shabaab,Civilians (Kenya),Kenya,Tana River,Garsen,Garsen,-2.2697,40.12,3
KEN6561,2017-08-23,2017,Riots,Violent demonstration,Rioters (Kenya),,Kenya,Siaya,Alego Usonga,Siaya,0.06,34.2861,0
KEN5692,2017-08-23,2017,Protests,Protest with intervention,Protesters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Kisumu,Kisumu Central,Kisumu,-0.1,34.75,0
KEN5695,2017-08-30,2017,Battles,Armed clash,Al Shabaab,Police Forces of Kenya (2013-2022),Kenya,Mandera,Mandera South,Daba Siti,2.6106,40.8863,0
KEN6045,2017-08-29,2017,Violence against civilians,Attack,Military Forces of Kenya (2013-2022),Civilians (Kenya),Kenya,Laikipia,Laikipia West,Rumuruti,0.2707,36.5454,1
KEN6165,2017-08-27,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-2022),Civilians (Kenya),Kenya,Kiambu,Limuru,Limuru,-1.1136,36.6421,1
KEN6562,2017-08-23,2017,Riots,Mob violence,Rioters (Kenya),Civilians (Kenya),Kenya,Migori,Suna West,Migori,-1.0667,34.4667,0
KEN6565,2017-09-01,2017,Riots,Violent demonstration,Rioters (Kenya),,Kenya,Kisumu,Kisumu Central,Kisumu,-0.1,34.75,0
KEN6564,2017-08-31,2017,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN6563,2017-08-25,2017,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nairobi,Embakasi North,Nairobi - Embakasi North,-1.2517,36.8995,0
KEN5694,2017-08-28,2017,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,Military Forces of Kenya (2013-2022),Kenya,Mandera,Lafey,Damasa,3.1597,41.3256,2
KEN5699,2017-09-04,2017,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Kisii,Nyaribari Chache,Kisii,-0.6833,34.7667,0
KEN5698,2017-09-04,2017,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nyamira,Nyamira,Nyamira,-0.5666,34.9167,0
KEN5697,2017-09-03,2017,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Kisii,Nyaribari Chache,Kisii,-0.6833,34.7667,0
KEN5704,2017-09-10,2017,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),Civilians (Kenya),Kenya,Samburu,Samburu North,Baragoi,1.7833,36.7833,3
KEN6047,2017-09-06,2017,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),Civilians (Kenya),Kenya,Elgeyo Marakwet,Marakwet East,Chesongoch,1.1333,35.6333,1
KEN6049,2017-09-08,2017,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),Civilians (Kenya),Kenya,Elgeyo Marakwet,Marakwet East,Chesongoch,1.1333,35.6333,2
KEN6166,2017-09-05,2017,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Kiambu,Thika Town,Thika,-1.05,37.0833,0
KEN6567,2017-09-05,2017,Protests,Peaceful protest,Protesters (International),,Kenya,Garissa,Dadaab,Dadaab Refugee Camp,0.0514,40.3142,0
KEN5701,2017-09-06,2017,Violence against civilians,Attack,Al Shabaab,Civilians (Kenya),Kenya,Lamu,Lamu West,Lamu,-2.2717,40.902,4
KEN5700,2017-09-06,2017,Violence against civilians,Attack,Al Shabaab,Civilians (Kenya),Kenya,Lamu,Lamu West,Hindi,-2.1749,40.8199,4
KEN5696,2017-09-03,2017,Battles,Armed clash,Unidentified Armed Group (Kenya),Police Forces of Kenya (2013-2022),Kenya,Kwale,Msambweni,Ukunda,-4.2875,39.5661,2
KEN5702,2017-09-07,2017,Riots,Mob violence,Rioters (Kenya),Civilians (Kenya),Kenya,Homa Bay,Homa Bay Town,Homa Bay,-0.5273,34.4571,0
KEN5708,2017-09-10,2017,Strategic developments,Looting/property destruction,Police Forces of Kenya (2013-2022),Al Shabaab,Kenya,Lamu,Lamu West,Witu,-2.3889,40.4382,0
KEN6048,2017-09-06,2017,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Lamu,Lamu West,Hindi,-2.1749,40.8199,0
KEN6167,2017-09-11,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-2022),Civilians (Kenya),Kenya,Baringo,Tiaty,Tiati,1.2972,35.9336,5
KEN6568,2017-09-12,2017,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN6569,2017-09-12,2017,Riots,Violent demonstration,Rioters (Kenya),,Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN5705,2017-09-11,2017,Battles,Armed clash,Police Forces of Kenya (2013-2022),Al Shabaab,Kenya,Mandera,Mandera East,Mandera,3.9357,41.8542,0
KEN5703,2017-09-10,2017,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,Police Forces of Kenya (2013-2022),Kenya,Lamu,Lamu East,Mararani,-1.7027,41.3019,1
KEN6566,2017-09-02,2017,Explosions/Remote violence,Grenade,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Isiolo,Garbatulla,Garbatulla,0.5333,38.52,1
KEN5706,2017-09-11,2017,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nairobi,Starehe,Nairobi - Starehe,-1.2881,36.8236,0
KEN5707,2017-09-12,2017,Riots,Mob violence,Rioters (Kenya),Police Forces of Kenya (2013-2022),Kenya,Kitui,Mwingi Central Sub- County,Mwingi,-0.9333,38.0667,0
KEN5711,2017-09-17,2017,Riots,Mob violence,Rioters (Kenya),Civilians (Kenya),Kenya,Kilifi,Kaloleni,Kaloleni,-3.8167,39.6269,0
KEN6571,2017-09-13,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Bungoma,Kanduyi,Bungoma,0.5635,34.5606,0
KEN5715,2017-09-19,2017,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Kiambu,Kiambu Town,Kiambu,-1.1667,36.8333,0
KEN5716,2017-09-19,2017,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nyeri,Nyeri Central,Nyeri,-0.4167,36.95,0
KEN5713,2017-09-19,2017,Riots,Violent demonstration,Rioters (Kenya),,Kenya,Nakuru,Nakuru North,Nakuru,-0.2441,36.142,0
