event_id_cnty,event_date,year,event_type,sub_event_type,actor1,actor2,country,admin1,admin2,location,latitude,longitude,fatalities
KEN2779,2010-01-02,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nakuru,Nakuru North,Nakuru,-0.2441,36.142,0
KEN7942,2010-01-15,2010,Riots,Mob violence,Rioters (Kenya),Civilians (Kenya),Kenya,Mombasa,Kisauni,Kisauni,-4.0333,39.6833,0
KEN2780,2010-01-05,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN2782,2010-01-11,2010,Battles,Armed clash,Unidentified Armed Group (Kenya),Police Forces of Kenya (2002-2013),Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN2783,2010-01-11,2010,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,1
KEN2784,2010-01-14,2010,Strategic developments,Disrupted weapons use,Unidentified Armed Group (Kenya),Police Forces of Kenya (2002-2013),Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN2785,2010-01-14,2010,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2002-2013),Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,4
KEN2786,2010-01-14,2010,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2002-2013),Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,4
KEN2787,2010-01-14,2010,Riots,Mob violence,Rioters (Kenya),Civilians (Kenya),Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,2
KEN2788,2010-01-18,2010,Riots,Mob violence,Rioters (Kenya),Police Forces of Kenya (2002-2013),Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN2778,2010-01-02,2010,Battles,Armed clash,Unidentified Armed Group (Kenya),Police Forces of Kenya (2002-2013),Kenya,Narok,Narok South,Olololunga,-1.003,35.664,1
KEN2816,2010-04-13,2010,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Isiolo,Isiolo,Isiolo,0.3546,37.5822,1
KEN2804,2010-02-15,2010,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (International),Kenya,Meru,Imenti North,Meru,0.05,37.65,0
KEN2803,2010-02-15,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Uasin Gishu,Moiben,Eldoret,0.5167,35.2833,0
KEN2801,2010-02-14,2010,Battles,Armed clash,Military Forces of Kenya (2002-2013),Unidentified Armed Group (Sudan),Kenya,Turkana,Turkana West,Nadapal,4.4051,34.2837,2
KEN2793,2010-01-22,2010,Violence against civilians,Attack,Merrile Ethnic Militia (Kenya),Civilians (Kenya),Kenya,Turkana,Turkana North,Todenyang,4.5333,35.9333,4
KEN2792,2010-01-22,2010,Battles,Armed clash,Police Forces of Kenya (2002-2013),Merrile Ethnic Militia (Kenya),Kenya,Turkana,Turkana North,Todenyang,4.5333,35.9333,2
KEN2795,2010-01-25,2010,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Nyamira,Nyamira,Nyamira,-0.5666,34.9167,1
KEN2797,2010-01-27,2010,Violence against civilians,Attack,Police Forces of Kenya (2002-2013),Civilians (International),Kenya,Bungoma,Kanduyi,Bungoma,0.5635,34.5606,1
KEN2809,2010-03-09,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nyeri,Nyeri Central,Nyeri,-0.4167,36.95,0
KEN2811,2010-03-10,2010,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Turkana,Turkana Central,Lodwar,3.1191,35.5973,3
KEN2807,2010-02-26,2010,Battles,Armed clash,Merrile Ethnic Militia (Ethiopia),Police Forces of Kenya (2002-2013),Kenya,Turkana,Turkana North,Todenyang,4.5333,35.9333,1
KEN2800,2010-02-12,2010,Riots,Mob violence,Rioters (Kenya),Civilians (Kenya),Kenya,Kilifi,Kilifi South,Mtwapa,-3.9499,39.745,0
KEN2794,2010-01-24,2010,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),Civilians (Kenya),Kenya,Turkana,Turkana Central,Lake Turkana,3.5,36,3
KEN2802,2010-02-14,2010,Battles,Armed clash,Military Forces of Kenya (2002-2013),Military Forces of Sudan (1989-2019),Kenya,Turkana,Turkana West,Nadapal,4.4051,34.2837,2
KEN6897,2010-02-18,2010,Battles,Armed clash,Unidentified Armed Group (Kenya),Private Security Forces (Kenya),Kenya,Nyeri,Nyeri Central,Nyeri,-0.4167,36.95,0
KEN2808,2010-03-03,2010,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (International),Kenya,Nakuru,Nakuru North,Nakuru,-0.2441,36.142,0
KEN2796,2010-01-25,2010,Battles,Armed clash,Trans Mara Communal Militia (Kenya),Trans Mara Communal Militia (Kenya),Kenya,Kericho,Bureti,Kapkatet,-0.6333,35.2,5
KEN7943,2010-02-12,2010,Riots,Mob violence,Rioters (Kenya),Civilians (Kenya),Kenya,Kilifi,Kilifi North,Kilifi,-3.633,39.85,0
KEN2790,2010-01-22,2010,Protests,Peaceful protest,Protesters (Somalia),,Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN2791,2010-01-22,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN2798,2010-02-01,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN2805,2010-02-17,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN2810,2010-03-10,2010,Battles,Armed clash,Mungiki Militia,Police Forces of Kenya (2002-2013),Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,7
KEN2812,2010-03-11,2010,Riots,Violent demonstration,Rioters (Kenya),Rioters (Kenya),Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN6896,2010-02-17,2010,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Kenya),Civilians (Canada),Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN2806,2010-02-19,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Mombasa,Mvita,Mombasa,-4.0547,39.6636,0
KEN2814,2010-03-23,2010,Protests,Protest with intervention,Protesters (Kenya),Police Forces of Kenya (2002-2013),Kenya,Mombasa,Mvita,Mombasa,-4.0547,39.6636,0
KEN2815,2010-03-31,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Mombasa,Mvita,Mombasa,-4.0547,39.6636,0
KEN2823,2010-05-06,2010,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Kiambu,Lari,Lari,-1.0167,36.6333,2
KEN2821,2010-05-05,2010,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (International),Kenya,Taita Taveta,Wundanyi,Mzima Springs,-2.9833,38.0167,0
KEN2822,2010-05-05,2010,Battles,Armed clash,Unidentified Armed Group (Kenya),Police Forces of Kenya (2002-2013),Kenya,Mandera,Mandera West,Jirime Gubata,3.55,40.1833,2
KEN2820,2010-04-20,2010,Battles,Armed clash,Kachepkosir Ethnic Militia (Kenya),Katemke Ethnic Militia (Kenya),Kenya,Elgeyo Marakwet,Keiyo North,Iten,0.6702,35.5077,0
KEN2818,2010-04-19,2010,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Kwale,Kinango,Kizingo,-3.9667,39.2167,1
KEN2817,2010-04-15,2010,Strategic developments,Looting/property destruction,Al Shabaab,,Kenya,Garissa,Dadaab,Liboi,0.3534,40.8723,0
KEN2832,2010-06-09,2010,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Uasin Gishu,Moiben,Eldoret,0.5167,35.2833,0
KEN2826,2010-05-31,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Bungoma,Kanduyi,Bungoma,0.5635,34.5606,0
KEN2827,2010-06-06,2010,Battles,Armed clash,Police Forces of Kenya (2002-2013),Unidentified Communal Militia (Kenya),Kenya,Samburu,Samburu Central,Maralal,1.0968,36.698,0
KEN2829,2010-06-06,2010,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Nakuru,Njoro,Mau Narok,-0.6,36,0
KEN2831,2010-06-07,2010,Strategic developments,Looting/property destruction,Unidentified Armed Group (Kenya),,Kenya,Nyeri,Mathira West,Ngorano,-0.4167,37.0667,0
KEN2836,2010-06-14,2010,Riots,Mob violence,Rioters (Kenya),Police Forces of Kenya (2002-2013) Prison Guards,Kenya,Nyeri,Nyeri Central,Nyeri,-0.4167,36.95,0
KEN2837,2010-06-14,2010,Strategic developments,Disrupted weapons use,Unidentified Armed Group (Kenya),Police Forces of Kenya (2002-2013),Kenya,Isiolo,Isiolo,Isiolo,0.3546,37.5822,0
KEN2838,2010-06-16,2010,Battles,Armed clash,Police Forces of Kenya (2002-2013) Prison Guards,Police Forces of Kenya (2002-2013),Kenya,Kiambu,Kiambaa,Ruaka,-1.2,36.7833,8
KEN2843,2010-06-28,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Kisumu,Kisumu Central,Kisumu,-0.1,34.75,0
KEN2844,2010-06-28,2010,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Kajiado,Loitokitok,Ongata Rongai,-2.75,37.3833,2
KEN2845,2010-06-30,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Kisumu,Kisumu Central,Kisumu,-0.1,34.75,0
KEN2824,2010-05-27,2010,Violence against civilians,Attack,Al Shabaab,Civilians (Kenya),Kenya,Wajir,Wajir South,Dadaj-Bula,0.5367,40.8771,0
KEN2839,2010-06-16,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nakuru,Naivasha,Naivasha,-0.7202,36.4285,0
KEN2840,2010-06-17,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nakuru,Naivasha,Naivasha,-0.7202,36.4285,0
KEN2842,2010-06-25,2010,Violence against civilians,Attack,Turkana Ethnic Militia (Kenya),Civilians (Kenya),Kenya,Samburu,Samburu North,Nachola,1.8348,36.603,3
KEN2841,2010-06-21,2010,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2002-2013),Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN2833,2010-06-13,2010,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (International),Kenya,Nairobi,Langata,Nairobi - Langata,-1.3508,36.7589,0
KEN2828,2010-06-06,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Mombasa,Changamwe,Changamwe,-4.0166,39.6333,0
KEN2830,2010-06-07,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Kisii,South Mugirango,Nyamarambe,-0.7939,34.6424,0
KEN2835,2010-06-14,2010,Violence against civilians,Abduction/forced disappearance,Pirates (Kenya),Civilians (Kenya),Kenya,Mombasa,Mvita,Mombasa,-4.0547,39.6636,0
KEN2825,2010-05-29,2010,Battles,Armed clash,Turkana Ethnic Militia (Kenya),Matheniko Ethnic Militia (Uganda),Kenya,Turkana,Loima,Loima,2.8558,35.0771,0
KEN2834,2010-06-13,2010,Explosions/Remote violence,Grenade,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Nairobi,Dagoretti North,Nairobi - Dagoretti North,-1.2793,36.7789,6
KEN21248,2010-06-05,2010,Riots,Mob violence,Rioters (Kenya),Civilians (Kenya),Kenya,Nyandarua,Kipipiri,Kiriko,-0.4814,36.4328,1
KEN2856,2010-07-29,2010,Battles,Armed clash,Unidentified Armed Group (Kenya),Unidentified Armed Group (Kenya),Kenya,Samburu,Samburu East,Saboti,1,38,5
KEN2854,2010-07-25,2010,Violence against civilians,Attack,Chwele Ethnic Militia (Kenya),Civilians (Kenya),Kenya,Bungoma,Kabuchai,Chwele,0.7333,34.5833,0
KEN2855,2010-07-26,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Taita Taveta,Voi,Voi,-3.3961,38.5561,0
KEN2857,2010-07-31,2010,Riots,Mob violence,Rioters (Kenya),Civilians (Kenya),Kenya,Nakuru,Naivasha,Naivasha,-0.7202,36.4285,2
KEN2864,2010-08-08,2010,Battles,Armed clash,Unidentified Communal Militia (Kenya),Private Security Forces (Kenya),Kenya,Bomet,Bomet East,Sotik,-0.7727,35.3455,1
KEN2866,2010-08-16,2010,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Civilians (Kenya),Kenya,Turkana,Turkana Central,Lodwar,3.1191,35.5973,7
KEN2872,2010-09-06,2010,Riots,Mob violence,Rioters (Kenya),Civilians (Kenya),Kenya,Kilifi,Malindi,Malindi,-3.22,40.12,0
KEN2874,2010-09-13,2010,Riots,Violent demonstration,Rioters (Kenya),,Kenya,Kakamega,Butere,Masaba,0.2,34.4667,0
KEN2875,2010-09-13,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Kirinyaga,Kirinyaga East,Thumaita,-0.4466,37.366,0
KEN2878,2010-09-25,2010,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Civilians (Kenya),Kenya,Turkana,Turkana Central,Lodwar,3.1191,35.5973,3
KEN2880,2010-09-27,2010,Protests,Excessive force against protesters,Protesters (Kenya),Police Forces of Kenya (2002-2013),Kenya,Kakamega,Mumias West,Mumias,0.3351,34.4864,0
KEN2881,2010-09-27,2010,Violence against civilians,Attack,Toposa Ethnic Militia (Sudan),Civilians (Kenya),Kenya,Turkana,Turkana Central,Lodwar,3.1191,35.5973,0
KEN2882,2010-09-28,2010,Riots,Violent demonstration,Rioters (Kenya),,Kenya,Samburu,Samburu Central,Maralal,1.0968,36.698,0
KEN2853,2010-07-19,2010,Battles,Armed clash,Al Shabaab,Police Forces of Kenya (2002-2013),Kenya,Garissa,Dadaab,Liboi,0.3534,40.8723,0
KEN2848,2010-07-11,2010,Strategic developments,Change to group/activity,Military Forces of Kenya (2002-2013),,Kenya,Mandera,Mandera East,Mandera,3.9357,41.8542,0
KEN2869,2010-09-01,2010,Riots,Mob violence,Rioters (Kenya),Civilians (Kenya),Kenya,Migori,Suna West,Migori,-1.0667,34.4667,1
KEN2850,2010-07-15,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Kakamega,Lurambi,Kakamega,0.2833,34.7384,0
KEN2858,2010-08-02,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Kakamega,Lurambi,Kakamega,0.2833,34.7384,0
KEN2860,2010-08-02,2010,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),Civilians (Kenya),Kenya,Machakos,Machakos,Machakos,-1.5167,37.2667,1
KEN2870,2010-09-02,2010,Riots,Violent demonstration,Police Forces of Kenya (2002-2013),Rioters (Kenya),Kenya,Nakuru,Nakuru North,Nakuru,-0.2441,36.142,1
KEN2849,2010-07-14,2010,Strategic developments,Arrests,Al Shabaab,Police Forces of Kenya (2002-2013),Kenya,Garissa,Garissa,Garissa,-0.4536,39.6461,0
KEN2861,2010-08-04,2010,Violence against civilians,Sexual violence,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Kirinyaga,Kirinyaga Central,Kerugoya,-0.4989,37.2803,1
KEN2846,2010-07-08,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN2847,2010-07-10,2010,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,2
KEN2852,2010-07-18,2010,Protests,Excessive force against protesters,Protesters (Kenya),Police Forces of Kenya (2002-2013),Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,1
KEN2867,2010-08-19,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN2877,2010-09-22,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN2879,2010-09-27,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN2859,2010-08-02,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Mombasa,Mvita,Mombasa,-4.0547,39.6636,0
KEN2871,2010-09-04,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Mombasa,Mvita,Mombasa,-4.0547,39.6636,0
KEN2876,2010-09-20,2010,Riots,Violent demonstration,Rioters (Kenya),,Kenya,Kwale,Kinango,Miritini,-4,39.5667,0
KEN2873,2010-09-13,2010,Riots,Violent demonstration,Rioters (Kenya),,Kenya,Kirinyaga,Kirinyaga East,Kimunya,-0.4309,37.3101,0
KEN2868,2010-08-23,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Nairobi,Starehe,Nairobi - Starehe,-1.2881,36.8236,0
KEN2865,2010-08-09,2010,Protests,Peaceful protest,Protesters (Sudan),,Kenya,Nairobi,Dagoretti North,Nairobi - Dagoretti North,-1.2793,36.7789,0
KEN2907,2010-11-15,2010,Violence against civilians,Attack,Merrile Ethnic Militia (Ethiopia),Civilians (Kenya),Kenya,Turkana,Turkana Central,Lake Turkana,3.5,36,4
KEN2899,2010-11-04,2010,Battles,Armed clash,OLF: Oromo Liberation Front,Police Forces of Kenya (2002-2013),Kenya,Marsabit,Moyale,Sololo,3.55,38.65,1
KEN2885,2010-10-19,2010,Violence against civilians,Abduction/forced disappearance,OLF: Oromo Liberation Front,Civilians (Kenya),Kenya,West Pokot,West Pokot,Makutano,1.2577,35.0927,0
KEN2884,2010-10-09,2010,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Lamu,Lamu West,Lamu,-2.2717,40.902,0
KEN2886,2010-10-20,2010,Protests,Protest with intervention,Protesters (Kenya),Police Forces of Kenya (2002-2013),Kenya,Nandi,Tinderet,Tinderet,-0.0667,35.35,0
KEN2891,2010-10-23,2010,Protests,Protest with intervention,Protesters (Kenya),Police Forces of Kenya (2002-2013),Kenya,Tana River,Garsen,Garsen,-2.2697,40.12,0
KEN2894,2010-10-27,2010,Battles,Armed clash,Mungiki Militia,Police Forces of Kenya (2002-2013),Kenya,Nyeri,Mathira East,Karatina,-0.4817,37.1251,0
KEN2898,2010-11-03,2010,Battles,Armed clash,Police Forces of Kenya (2002-2013),OLF: Oromo Liberation Front,Kenya,Marsabit,Moyale,Sololo,3.55,38.65,1
KEN2900,2010-11-07,2010,Battles,Armed clash,Police Forces of Kenya (2002-2013),Police Forces of Kenya (2002-2013),Kenya,Embu,Mbeere North,Siakago,-0.5833,37.6333,2
KEN2901,2010-11-07,2010,Violence against civilians,Attack,Police Forces of Kenya (2002-2013),Civilians (Kenya),Kenya,Embu,Mbeere North,Siakago,-0.5833,37.6333,8
KEN2902,2010-11-08,2010,Protests,Protest with intervention,Protesters (Kenya),Police Forces of Kenya (2002-2013),Kenya,Taita Taveta,Voi,Voi,-3.3961,38.5561,0
KEN2903,2010-11-09,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Taita Taveta,Voi,Voi,-3.3961,38.5561,0
KEN2904,2010-11-10,2010,Protests,Protest with intervention,Protesters (Kenya),Police Forces of Kenya (2002-2013),Kenya,Taita Taveta,Voi,Voi,-3.3961,38.5561,0
KEN2914,2010-11-22,2010,Battles,Armed clash,Police Forces of Kenya (2002-2013),Al Shabaab,Kenya,Lamu,Lamu West,Lamu,-2.2717,40.902,0
KEN2916,2010-11-24,2010,Protests,Protest with intervention,Protesters (Kenya),Police Forces of Kenya (2002-2013),Kenya,Uasin Gishu,Moiben,Eldoret,0.5167,35.2833,0
KEN2917,2010-12-02,2010,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Civilians (Kenya),Kenya,Turkana,Turkana East,Lokori,1.9516,36.0358,0
KEN2918,2010-12-02,2010,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Civilians (Kenya),Kenya,West Pokot,Pokot Central,Lotongot Village,1.7333,35.6333,1
KEN2921,2010-12-03,2010,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Nakuru,Njoro,Mau Narok,-0.6,36,2
KEN2923,2010-12-04,2010,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Police Forces of Kenya (2002-2013),Kenya,Turkana,Turkana Central,Lodwar,3.1191,35.5973,9
KEN2925,2010-12-04,2010,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Civilians (Kenya),Kenya,Turkana,Turkana Central,Lodwar,3.1191,35.5973,9
KEN2927,2010-12-10,2010,Battles,Armed clash,Military Forces of Kenya (2002-2013),OLF: Oromo Liberation Front,Kenya,Marsabit,Moyale,Sololo,3.55,38.65,0
KEN2928,2010-12-12,2010,Violence against civilians,Attack,Police Forces of Kenya (2002-2013),Civilians (Kenya),Kenya,Nyeri,Nyeri Central,Nyeri,-0.4167,36.95,1
KEN2936,2010-12-17,2010,Battles,Armed clash,Police Forces of Kenya (2002-2013),Unidentified Armed Group (Kenya),Kenya,Kiambu,Ruiru,Ruiru,-1.15,36.9667,5
KEN2937,2010-12-18,2010,Violence against civilians,Attack,Sungu Sungu,Civilians (Kenya),Kenya,Bomet,Sotik,Gesore,-0.7585,35.1455,0
KEN2939,2010-12-20,2010,Violence against civilians,Attack,Sungu Sungu,Civilians (Kenya),Kenya,Nyamira,Borabu,Nyaguku Village,-0.8667,35.0167,0
KEN2941,2010-12-21,2010,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Kisii,Nyaribari Masaba,Gesabakwa,-0.7833,34.9,1
KEN2912,2010-11-18,2010,Battles,Government regains territory,Military Forces of Kenya (2002-2013),OLF: Oromo Liberation Front,Kenya,Wajir,Wajir East,Wajir,1.75,40.06,0
KEN2910,2010-11-18,2010,Battles,Government regains territory,Military Forces of Kenya (2002-2013),OLF: Oromo Liberation Front,Kenya,Marsabit,Moyale,Moyale,3.5094,39.0528,0
KEN2911,2010-11-18,2010,Battles,Government regains territory,Military Forces of Kenya (2002-2013),OLF: Oromo Liberation Front,Kenya,Marsabit,North Horr,North Horr,3.3167,37.0667,0
KEN2909,2010-11-15,2010,Violence against civilians,Attack,Merrile Ethnic Militia (Ethiopia),Civilians (Kenya),Kenya,Turkana,Turkana North,Todenyang,4.5333,35.9333,4
KEN2893,2010-10-27,2010,Strategic developments,Change to group/activity,Military Forces of Kenya (2002-2013),,Kenya,Marsabit,Moyale,Moyale,3.5094,39.0528,0
KEN2887,2010-10-21,2010,Battles,Armed clash,Al Shabaab,Militia (Pro-Government),Kenya,Mandera,Mandera East,Mandera,3.9357,41.8542,30
KEN2895,2010-10-28,2010,Riots,Mob violence,Rioters (Uganda),Police Forces of Tanzania (1964-),Kenya,Migori,Nyatike,Migingo Island,-0.8827,33.9385,0
KEN2905,2010-11-12,2010,Battles,Armed clash,Military Forces of Kenya (2002-2013),Unidentified Armed Group (Kenya),Kenya,Kilifi,Kilifi North,Kilifi,-3.633,39.85,3
KEN2931,2010-12-15,2010,Battles,Armed clash,OLF: Oromo Liberation Front,OLF: Oromo Liberation Front,Kenya,Machakos,Machakos,Machakos,-1.5167,37.2667,15
KEN2883,2010-10-08,2010,Violence against civilians,Attack,Police Forces of Kenya (2002-2013),Civilians (Somalia),Kenya,Garissa,Garissa,Garissa,-0.4536,39.6461,0
KEN2924,2010-12-04,2010,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Mombasa,Kisauni,Kisauni,-4.0333,39.6833,0
KEN2922,2010-12-03,2010,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Nakuru,Nakuru North,Nakuru,-0.2441,36.142,0
KEN2929,2010-12-15,2010,Battles,Armed clash,OLF: Oromo Liberation Front,OLF: Oromo Liberation Front (Splinter Faction),Kenya,Marsabit,Moyale,Badarero,2.7333,38.9167,0
KEN2930,2010-12-15,2010,Battles,Armed clash,OLF: Oromo Liberation Front,OLF: Oromo Liberation Front (Splinter Faction),Kenya,Marsabit,Moyale,Moyale,3.5094,39.0528,15
KEN2913,2010-11-20,2010,Protests,Protest with intervention,Protesters (Kenya),Police Forces of Kenya (2002-2013),Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,0
KEN2919,2010-12-03,2010,Battles,Armed clash,Police Forces of Kenya (2002-2013),Unidentified Armed Group (Kenya),Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,4
KEN2920,2010-12-03,2010,Explosions/Remote violence,Grenade,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Nairobi,Starehe,Nairobi,-1.283,36.817,1
KEN2890,2010-10-23,2010,Riots,Mob violence,Rioters (Kenya),Police Forces of Kenya (2002-2013),Kenya,Nairobi,Langata,Nairobi - Langata,-1.3508,36.7589,4
KEN2888,2010-10-23,2010,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Kenya),Civilians (International),Kenya,Mombasa,Mvita,Mombasa,-4.0547,39.6636,0
KEN2892,2010-10-24,2010,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Civilians (International),Kenya,Mombasa,Mvita,Mombasa,-4.0547,39.6636,0
KEN2908,2010-11-15,2010,Strategic developments,Change to group/activity,MRC: Mombasa Republican Council,,Kenya,Mombasa,Mvita,Mombasa,-4.0547,39.6636,0
KEN2915,2010-11-23,2010,Battles,Armed clash,Muslim Militia (Kenya),Muslim Militia (Kenya),Kenya,Mombasa,Mvita,Mombasa,-4.0547,39.6636,0
KEN2926,2010-12-07,2010,Strategic developments,Change to group/activity,Military Forces of Kenya (2002-2013),,Kenya,Trans Nzoia,Saboti,Kitale,1.0167,35,0
KEN2938,2010-12-20,2010,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Kenya),Civilians (Kenya),Kenya,Nairobi,Starehe,Nairobi - Starehe,-1.2881,36.8236,3
KEN2906,2010-11-12,2010,Protests,Protest with intervention,Protesters (Kenya),Police Forces of Kenya (2002-2013),Kenya,Nairobi,Starehe,Nairobi - Starehe,-1.2881,36.8236,0
KEN2896,2010-10-31,2010,Protests,Protest with intervention,Protesters (Kenya),Police Forces of Kenya (2002-2013),Kenya,Nairobi,Starehe,Nairobi - Starehe,-1.2881,36.8236,0
KEN2942,2010-12-26,2010,Riots,Violent demonstration,Rioters (Kenya),Police Forces of Kenya (2002-2013),Kenya,Nakuru,Njoro,Mau Narok,-0.6,36,0
KEN2948,2010-12-30,2010,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Kisumu,Kisumu Central,Kisumu,-0.1,34.75,0
KEN2950,2011-01-01,2011,Violence against civilians,Attack,Police Forces of Kenya (2002-2013),Civilians (Kenya),Kenya,Samburu,Samburu North,Baragoi,1.7833,36.7833,0
KEN2951,2011-01-03,2011,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Kakamega,Shinyalu,Handidi,0.3259,34.8032,0
KEN2953,2011-01-03,2011,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Kakamega,Matungu,Matungu,0.3833,34.4833,0
KEN2954,2011-01-03,2011,Protests,Peaceful protest,Protesters (Kenya),,Kenya,Siaya,Bondo,Mbeka,-0.1833,34.1833,0
KEN2955,2011-01-07,2011,Violence against civilians,Attack,Al Shabaab,Civilians (Kenya),Kenya,Garissa,Dadaab,Dadaab Refugee Camp,0.0514,40.3142,1
KEN2958,2011-01-14,2011,Violence against civilians,Attack,Police Forces of Kenya (2002-2013),Civilians (Kenya),Kenya,Kiambu,Kiambaa,Ruaka,-1.2,36.7833,0
